id,ACTION
12281,0.995750
12282,0.996065
12283,0.999159
12284,0.981509
12285,0.932868
12286,0.999873
12287,0.986064
12288,0.997838
12289,0.995488
12290,0.992756
12291,0.988516
12292,0.993031
12293,0.996332
12294,0.983094
12295,0.319816
12296,0.987498
12297,0.967678
12298,0.994315
12299,0.939533
12300,0.990783
12301,0.978530
12302,0.988758
12303,0.989816
12304,0.936919
12305,0.983460
12306,0.997099
12307,0.995484
12308,0.984622
12309,0.997695
12310,0.883012
12311,0.997415
12312,0.862262
12313,0.996109
12314,0.840056
12315,0.961892
12316,0.997836
12317,0.984225
12318,0.996291
12319,0.750867
12320,0.990132
12321,0.997693
12322,0.988408
12323,0.922553
12324,0.999659
12325,0.988592
12326,0.891530
12327,0.861444
12328,0.988453
12329,0.999206
12330,0.999436
12331,0.971678
12332,0.995283
12333,0.979520
12334,0.795924
12335,0.986263
12336,0.918623
12337,0.995628
12338,0.985576
12339,0.987777
12340,0.997477
12341,0.901971
12342,0.998409
12343,0.891044
12344,0.993877
12345,0.995162
12346,0.979637
12347,0.998094
12348,0.998654
12349,0.990036
12350,0.998188
12351,0.996477
12352,0.990620
12353,0.990016
12354,0.999747
12355,0.998513
12356,0.976421
12357,0.985376
12358,0.776944
12359,0.903212
12360,0.997333
12361,0.989649
12362,0.997962
12363,0.992369
12364,0.996819
12365,0.991444
12366,0.989811
12367,0.634889
12368,0.833664
12369,0.997930
12370,0.990483
12371,0.985636
12372,0.997790
12373,0.998349
12374,0.838602
12375,0.998110
12376,0.984661
12377,0.994214
12378,0.993293
12379,0.999683
12380,0.999223
12381,0.998502
12382,0.998229
12383,0.968270
12384,0.997209
12385,0.978898
12386,0.984086
12387,0.996529
12388,0.997452
12389,0.996918
12390,0.996621
12391,0.994376
12392,0.998852
12393,0.990633
12394,0.922369
12395,0.682152
12396,0.998292
12397,0.982581
12398,0.955472
12399,0.995141
12400,0.992458
12401,0.960280
12402,0.989005
12403,0.982376
12404,0.987013
12405,0.993225
12406,0.986817
12407,0.992102
12408,0.417378
12409,0.999320
12410,0.854379
12411,0.992899
12412,0.976251
12413,0.995292
12414,0.971178
12415,0.988422
12416,0.777208
12417,0.984189
12418,0.997901
12419,0.905316
12420,0.454830
12421,0.833283
12422,0.997031
12423,0.986565
12424,0.992285
12425,0.772279
12426,0.662725
12427,0.996538
12428,0.932813
12429,0.995200
12430,0.832904
12431,0.861579
12432,0.997140
12433,0.997672
12434,0.938737
12435,0.646511
12436,0.176929
12437,0.996642
12438,0.991054
12439,0.998066
12440,0.755702
12441,0.998703
12442,0.993105
12443,0.996103
12444,0.603841
12445,0.997126
12446,0.997746
12447,0.970303
12448,0.986487
12449,0.976735
12450,0.807005
12451,0.933709
12452,0.996989
12453,0.997361
12454,0.991411
12455,0.998983
12456,0.974583
12457,0.992348
12458,0.995923
12459,0.994770
12460,0.991838
12461,0.974980
12462,0.998646
12463,0.961881
12464,0.998569
12465,0.998803
12466,0.943822
12467,0.988640
12468,0.997072
12469,0.990216
12470,0.990526
12471,0.747873
12472,0.982103
12473,0.998514
12474,0.997025
12475,0.980810
12476,0.979923
12477,0.945190
12478,0.991566
12479,0.988378
12480,0.459181
12481,0.998380
12482,0.989626
12483,0.938546
12484,0.997850
12485,0.890919
12486,0.962956
12487,0.994547
12488,0.996206
12489,0.996040
12490,0.938423
12491,0.995424
12492,0.942803
12493,0.998556
12494,0.993340
12495,0.999731
12496,0.991229
12497,0.968991
12498,0.998477
12499,0.967101
12500,0.994236
12501,0.990707
12502,0.982508
12503,0.999655
12504,0.995314
12505,0.970102
12506,0.738277
12507,0.961840
12508,0.980490
12509,0.916362
12510,0.982754
12511,0.985675
12512,0.505324
12513,0.993853
12514,0.956838
12515,0.993976
12516,0.999140
12517,0.997922
12518,0.995451
12519,0.974260
12520,0.992075
12521,0.995730
12522,0.970875
12523,0.997540
12524,0.937148
12525,0.997919
12526,0.986225
12527,0.988992
12528,0.930105
12529,0.995585
12530,0.997409
12531,0.935523
12532,0.997494
12533,0.989332
12534,0.996803
12535,0.995150
12536,0.807100
12537,0.968735
12538,0.994539
12539,0.992015
12540,0.844297
12541,0.989978
12542,0.999092
12543,0.998249
12544,0.991541
12545,0.995664
12546,0.971961
12547,0.968536
12548,0.950374
12549,0.800882
12550,0.996850
12551,0.998313
12552,0.999494
12553,0.989384
12554,0.994960
12555,0.996607
12556,0.996869
12557,0.999430
12558,0.999225
12559,0.985900
12560,0.986495
12561,0.997966
12562,0.998579
12563,0.999704
12564,0.995957
12565,0.997354
12566,0.540090
12567,0.969737
12568,0.998600
12569,0.999613
12570,0.990973
12571,0.916745
12572,0.998075
12573,0.927534
12574,0.994575
12575,0.996486
12576,0.872813
12577,0.909211
12578,0.995658
12579,0.991194
12580,0.995322
12581,0.999462
12582,0.998660
12583,0.980404
12584,0.999203
12585,0.998089
12586,0.994651
12587,0.989045
12588,0.997540
12589,0.820705
12590,0.999738
12591,0.991287
12592,0.993973
12593,0.980778
12594,0.984963
12595,0.990972
12596,0.781515
12597,0.994669
12598,0.997634
12599,0.877315
12600,0.995488
12601,0.996921
12602,0.920387
12603,0.970655
12604,0.943506
12605,0.967465
12606,0.987552
12607,0.792973
12608,0.807727
12609,0.958199
12610,0.983557
12611,0.963084
12612,0.997223
12613,0.989512
12614,0.991456
12615,0.992362
12616,0.996909
12617,0.994720
12618,0.993988
12619,0.994139
12620,0.959695
12621,0.988335
12622,0.955185
12623,0.986986
12624,0.999274
12625,0.999495
12626,0.987121
12627,0.997424
12628,0.997036
12629,0.789322
12630,0.967361
12631,0.993197
12632,0.953122
12633,0.988623
12634,0.970105
12635,0.990696
12636,0.672303
12637,0.867680
12638,0.989369
12639,0.969724
12640,0.984928
12641,0.997011
12642,0.984349
12643,0.964946
12644,0.999029
12645,0.999000
12646,0.938929
12647,0.935161
12648,0.997771
12649,0.997451
12650,0.997739
12651,0.988154
12652,0.096130
12653,0.996541
12654,0.996622
12655,0.998431
12656,0.998816
12657,0.991996
12658,0.998258
12659,0.997979
12660,0.995269
12661,0.567822
12662,0.891148
12663,0.993274
12664,0.987111
12665,0.999757
12666,0.361434
12667,0.981896
12668,0.997622
12669,0.991978
12670,0.980452
12671,0.964871
12672,0.999364
12673,0.967116
12674,0.989772
12675,0.966340
12676,0.985355
12677,0.992231
12678,0.205914
12679,0.998133
12680,0.940147
12681,0.977481
12682,0.991424
12683,0.979997
12684,0.949290
12685,0.917077
12686,0.997428
12687,0.996562
12688,0.995096
12689,0.998075
12690,0.997258
12691,0.991754
12692,0.918274
12693,0.870632
12694,0.791238
12695,0.957404
12696,0.993909
12697,0.993666
12698,0.994102
12699,0.999183
12700,0.996651
12701,0.978880
12702,0.993337
12703,0.985259
12704,0.979110
12705,0.975743
12706,0.961270
12707,0.991301
12708,0.961270
12709,0.999324
12710,0.915118
12711,0.999513
12712,0.972208
12713,0.995898
12714,0.996736
12715,0.997295
12716,0.991323
12717,0.998908
12718,0.984076
12719,0.996037
12720,0.952514
12721,0.989506
12722,0.999532
12723,0.992724
12724,0.987710
12725,0.971274
12726,0.992715
12727,0.956751
12728,0.988230
12729,0.996678
12730,0.904207
12731,0.965340
12732,0.918786
12733,0.995656
12734,0.368659
12735,0.871473
12736,0.997541
12737,0.992571
12738,0.933240
12739,0.871125
12740,0.974642
12741,0.823918
12742,0.997780
12743,0.982737
12744,0.991075
12745,0.989238
12746,0.971161
12747,0.986238
12748,0.997703
12749,0.973031
12750,0.953554
12751,0.995475
12752,0.998352
12753,0.846276
12754,0.997027
12755,0.999203
12756,0.973933
12757,0.998888
12758,0.771153
12759,0.962701
12760,0.947885
12761,0.954001
12762,0.996597
12763,0.726248
12764,0.988669
12765,0.977248
12766,0.999268
12767,0.992001
12768,0.983751
12769,0.980070
12770,0.958697
12771,0.746394
12772,0.900319
12773,0.982455
12774,0.999184
12775,0.995418
12776,0.992744
12777,0.957911
12778,0.999358
12779,0.989130
12780,0.988786
12781,0.828001
12782,0.998721
12783,0.976868
12784,0.991459
12785,0.999017
12786,0.976715
12787,0.996917
12788,0.392720
12789,0.997206
12790,0.950239
12791,0.972256
12792,0.999630
12793,0.985972
12794,0.985728
12795,0.962891
12796,0.989176
12797,0.989953
12798,0.988445
12799,0.776452
12800,0.993241
12801,0.989854
12802,0.984233
12803,0.969373
12804,0.970967
12805,0.986088
12806,0.996590
12807,0.996497
12808,0.991068
12809,0.997601
12810,0.995515
12811,0.897092
12812,0.998885
12813,0.979969
12814,0.981447
12815,0.961138
12816,0.981382
12817,0.989606
12818,0.811308
12819,0.896455
12820,0.982886
12821,0.982255
12822,0.985276
12823,0.999799
12824,0.993498
12825,0.989339
12826,0.933552
12827,0.997820
12828,0.996607
12829,0.941353
12830,0.996846
12831,0.996237
12832,0.997399
12833,0.991850
12834,0.959359
12835,0.955193
12836,0.987580
12837,0.963158
12838,0.998019
12839,0.982030
12840,0.995309
12841,0.994478
12842,0.648611
12843,0.924866
12844,0.993767
12845,0.997399
12846,0.998041
12847,0.988318
12848,0.998239
12849,0.998437
12850,0.989994
12851,0.908220
12852,0.998698
12853,0.980676
12854,0.958140
12855,0.992080
12856,0.996394
12857,0.974794
12858,0.850059
12859,0.997604
12860,0.508059
12861,0.947303
12862,0.943098
12863,0.989628
12864,0.615741
12865,0.997140
12866,0.997751
12867,0.979951
12868,0.997046
12869,0.995035
12870,0.959927
12871,0.997361
12872,0.974413
12873,0.980960
12874,0.984549
12875,0.931689
12876,0.531534
12877,0.971279
12878,0.999686
12879,0.475011
12880,0.996002
12881,0.987888
12882,0.768609
12883,0.990737
12884,0.992582
12885,0.995027
12886,0.997694
12887,0.988560
12888,0.997995
12889,0.990537
12890,0.992458
12891,0.993768
12892,0.989725
12893,0.980492
12894,0.999108
12895,0.952252
12896,0.992681
12897,0.978468
12898,0.988927
12899,0.997355
12900,0.998069
12901,0.996253
12902,0.989222
12903,0.986178
12904,0.891441
12905,0.992793
12906,0.997017
12907,0.993943
12908,0.881382
12909,0.997778
12910,0.100856
12911,0.990759
12912,0.996732
12913,0.969507
12914,0.933712
12915,0.992939
12916,0.844614
12917,0.179766
12918,0.990531
12919,0.998015
12920,0.937987
12921,0.956320
12922,0.982653
12923,0.998280
12924,0.451125
12925,0.996071
12926,0.997750
12927,0.992060
12928,0.998834
12929,0.981410
12930,0.996518
12931,0.995137
12932,0.997055
12933,0.987117
12934,0.964749
12935,0.995498
12936,0.997462
12937,0.995382
12938,0.986805
12939,0.705131
12940,0.974736
12941,0.983971
12942,0.995436
12943,0.994963
12944,0.994669
12945,0.997536
12946,0.937418
12947,0.272927
12948,0.999039
12949,0.838949
12950,0.553680
12951,0.967581
12952,0.996244
12953,0.983024
12954,0.996166
12955,0.997926
12956,0.991480
12957,0.986845
12958,0.990462
12959,0.992578
12960,0.985582
12961,0.995780
12962,0.997760
12963,0.848466
12964,0.993941
12965,0.994519
12966,0.999435
12967,0.985039
12968,0.988901
12969,0.983265
12970,0.894714
12971,0.969325
12972,0.536330
12973,0.997045
12974,0.992794
12975,0.989467
12976,0.938181
12977,0.970967
12978,0.994781
12979,0.993946
12980,0.995788
12981,0.993975
12982,0.995250
12983,0.991197
12984,0.963773
12985,0.999843
12986,0.996657
12987,0.986004
12988,0.999164
12989,0.987601
12990,0.985651
12991,0.958917
12992,0.986588
12993,0.966419
12994,0.826030
12995,0.952512
12996,0.961385
12997,0.876025
12998,0.959819
12999,0.998356
13000,0.992408
13001,0.998659
13002,0.998632
13003,0.995506
13004,0.998322
13005,0.994225
13006,0.962397
13007,0.664051
13008,0.997558
13009,0.978717
13010,0.895881
13011,0.973400
13012,0.996828
13013,0.992484
13014,0.999418
13015,0.971684
13016,0.929765
13017,0.995669
13018,0.994506
13019,0.894738
13020,0.935254
13021,0.829505
13022,0.987075
13023,0.993175
13024,0.975370
13025,0.959001
13026,0.980709
13027,0.995841
13028,0.994904
13029,0.777575
13030,0.995815
13031,0.998180
13032,0.996951
13033,0.955849
13034,0.988706
13035,0.325087
13036,0.999685
13037,0.999710
13038,0.991344
13039,0.896485
13040,0.988888
13041,0.990253
13042,0.998229
13043,0.999216
13044,0.985168
13045,0.977019
13046,0.992415
13047,0.998651
13048,0.995321
13049,0.822269
13050,0.974755
13051,0.990542
13052,0.993615
13053,0.955095
13054,0.993184
13055,0.985160
13056,0.987279
13057,0.875112
13058,0.997384
13059,0.958872
13060,0.992423
13061,0.946973
13062,0.981050
13063,0.992399
13064,0.980231
13065,0.965049
13066,0.931338
13067,0.986301
13068,0.998789
13069,0.995179
13070,0.995043
13071,0.992097
13072,0.991463
13073,0.938929
13074,0.993181
13075,0.966881
13076,0.968126
13077,0.927722
13078,0.969868
13079,0.948875
13080,0.737413
13081,0.567437
13082,0.988379
13083,0.998439
13084,0.923369
13085,0.886656
13086,0.827090
13087,0.987958
13088,0.998778
13089,0.981830
13090,0.945472
13091,0.996751
13092,0.994036
13093,0.706964
13094,0.990810
13095,0.989178
13096,0.523860
13097,0.951523
13098,0.957191
13099,0.984445
13100,0.696869
13101,0.996237
13102,0.997415
13103,0.974300
13104,0.999071
13105,0.999188
13106,0.990711
13107,0.953250
13108,0.987129
13109,0.992187
13110,0.990550
13111,0.998430
13112,0.995690
13113,0.980044
13114,0.986843
13115,0.992421
13116,0.990388
13117,0.998729
13118,0.963202
13119,0.980517
13120,0.987817
13121,0.996838
13122,0.990309
13123,0.995749
13124,0.986970
13125,0.993170
13126,0.172030
13127,0.975961
13128,0.997277
13129,0.999682
13130,0.998974
13131,0.996641
13132,0.998949
13133,0.992853
13134,0.999592
13135,0.979718
13136,0.981019
13137,0.955297
13138,0.992234
13139,0.283491
13140,0.996777
13141,0.962513
13142,0.993391
13143,0.996124
13144,0.995180
13145,0.998679
13146,0.970515
13147,0.998982
13148,0.993773
13149,0.994257
13150,0.971115
13151,0.963074
13152,0.995230
13153,0.994894
13154,0.999255
13155,0.998393
13156,0.979585
13157,0.984488
13158,0.997146
13159,0.979402
13160,0.988832
13161,0.998059
13162,0.998367
13163,0.998997
13164,0.923665
13165,0.996919
13166,0.864766
13167,0.910481
13168,0.994515
13169,0.988274
13170,0.972719
13171,0.999082
13172,0.858814
13173,0.997640
13174,0.996777
13175,0.968787
13176,0.933597
13177,0.997100
13178,0.996347
13179,0.992408
13180,0.864658
13181,0.977458
13182,0.992633
13183,0.994275
13184,0.998835
13185,0.983477
13186,0.975260
13187,0.992371
13188,0.990757
13189,0.491129
13190,0.529717
13191,0.998273
13192,0.761514
13193,0.993306
13194,0.996395
13195,0.769642
13196,0.998230
13197,0.941437
13198,0.598549
13199,0.725079
13200,0.904215
13201,0.997465
13202,0.997540
13203,0.999625
13204,0.988919
13205,0.984819
13206,0.995436
13207,0.998742
13208,0.947228
13209,0.993645
13210,0.999816
13211,0.999041
13212,0.991452
13213,0.997675
13214,0.692288
13215,0.999045
13216,0.993178
13217,0.976742
13218,0.905119
13219,0.982364
13220,0.995399
13221,0.998506
13222,0.991947
13223,0.993553
13224,0.999038
13225,0.999357
13226,0.968467
13227,0.895255
13228,0.985102
13229,0.979914
13230,0.974626
13231,0.995589
13232,0.982383
13233,0.949351
13234,0.987216
13235,0.999240
13236,0.982047
13237,0.996957
13238,0.998967
13239,0.998617
13240,0.966438
13241,0.997654
13242,0.988828
13243,0.999428
13244,0.988878
13245,0.911312
13246,0.997011
13247,0.343452
13248,0.979816
13249,0.988367
13250,0.048379
13251,0.993719
13252,0.997848
13253,0.981679
13254,0.968135
13255,0.997395
13256,0.960918
13257,0.972907
13258,0.936031
13259,0.998322
13260,0.993443
13261,0.660526
13262,0.992615
13263,0.995150
13264,0.995614
13265,0.974284
13266,0.978450
13267,0.978054
13268,0.574473
13269,0.990274
13270,0.996486
13271,0.998300
13272,0.973411
13273,0.975349
13274,0.992678
13275,0.996795
13276,0.988481
13277,0.993152
13278,0.999617
13279,0.866239
13280,0.987292
13281,0.989373
13282,0.990259
13283,0.979503
13284,0.570561
13285,0.987735
13286,0.981719
13287,0.981406
13288,0.993550
13289,0.911351
13290,0.975600
13291,0.999769
13292,0.615260
13293,0.997387
13294,0.995011
13295,0.996754
13296,0.991429
13297,0.769853
13298,0.995372
13299,0.996842
13300,0.480164
13301,0.991688
13302,0.986948
13303,0.984064
13304,0.999630
13305,0.999254
13306,0.988705
13307,0.990227
13308,0.783255
13309,0.938393
13310,0.961140
13311,0.927892
13312,0.996960
13313,0.890292
13314,0.986671
13315,0.992036
13316,0.979779
13317,0.802773
13318,0.963088
13319,0.986382
13320,0.994528
13321,0.999682
13322,0.999760
13323,0.947677
13324,0.981177
13325,0.968653
13326,0.980977
13327,0.734733
13328,0.966828
13329,0.964086
13330,0.994103
13331,0.998577
13332,0.998521
13333,0.997703
13334,0.997942
13335,0.953154
13336,0.993726
13337,0.581490
13338,0.946089
13339,0.981742
13340,0.976351
13341,0.981303
13342,0.991235
13343,0.967782
13344,0.992931
13345,0.996528
13346,0.995532
13347,0.993796
13348,0.999912
13349,0.871288
13350,0.959851
13351,0.528689
13352,0.977200
13353,0.996666
13354,0.969056
13355,0.999937
13356,0.930448
13357,0.998713
13358,0.996122
13359,0.681418
13360,0.999932
13361,0.999136
13362,0.987705
13363,0.992609
13364,0.999151
13365,0.950314
13366,0.830564
13367,0.999025
13368,0.997212
13369,0.981438
13370,0.995627
13371,0.953505
13372,0.994895
13373,0.969863
13374,0.987015
13375,0.923573
13376,0.807879
13377,0.988039
13378,0.998070
13379,0.991326
13380,0.999315
13381,0.994291
13382,0.954300
13383,0.997376
13384,0.866945
13385,0.990181
13386,0.974517
13387,0.960378
13388,0.990320
13389,0.959379
13390,0.691491
13391,0.956592
13392,0.884419
13393,0.987579
13394,0.996612
13395,0.995781
13396,0.998712
13397,0.745076
13398,0.961689
13399,0.998060
13400,0.999641
13401,0.884290
13402,0.981676
13403,0.865368
13404,0.627287
13405,0.915294
13406,0.986362
13407,0.994067
13408,0.989744
13409,0.950074
13410,0.997540
13411,0.997251
13412,0.998264
13413,0.998282
13414,0.999594
13415,0.993340
13416,0.967288
13417,0.992437
13418,0.983382
13419,0.996054
13420,0.992826
13421,0.958726
13422,0.992896
13423,0.963041
13424,0.732281
13425,0.987045
13426,0.995827
13427,0.938085
13428,0.976628
13429,0.996830
13430,0.989111
13431,0.994191
13432,0.984840
13433,0.986815
13434,0.998452
13435,0.990057
13436,0.918755
13437,0.991399
13438,0.996759
13439,0.932530
13440,0.948280
13441,0.985944
13442,0.995950
13443,0.995785
13444,0.980310
13445,0.964652
13446,0.960033
13447,0.998273
13448,0.915129
13449,0.992304
13450,0.987113
13451,0.114297
13452,0.996137
13453,0.995739
13454,0.995012
13455,0.983743
13456,0.987590
13457,0.982190
13458,0.981678
13459,0.977567
13460,0.928825
13461,0.968704
13462,0.982145
13463,0.990385
13464,0.977761
13465,0.987334
13466,0.994245
13467,0.984823
13468,0.995961
13469,0.995789
13470,0.237708
13471,0.999096
13472,0.990464
13473,0.994547
13474,0.988615
13475,0.990274
13476,0.999021
13477,0.998987
13478,0.932181
13479,0.990357
13480,0.989062
13481,0.991923
13482,0.999147
13483,0.998947
13484,0.730651
13485,0.461851
13486,0.996886
13487,0.998296
13488,0.998986
13489,0.996388
13490,0.991146
13491,0.947021
13492,0.996990
13493,0.996713
13494,0.912565
13495,0.997320
13496,0.996884
13497,0.992613
13498,0.996465
13499,0.983524
13500,0.983919
13501,0.990456
13502,0.996223
13503,0.997148
13504,0.999942
13505,0.931058
13506,0.964468
13507,0.997089
13508,0.460130
13509,0.782897
13510,0.997189
13511,0.998252
13512,0.998559
13513,0.992899
13514,0.995584
13515,0.993854
13516,0.999200
13517,0.697044
13518,0.991320
13519,0.972827
13520,0.998153
13521,0.692863
13522,0.993000
13523,0.985224
13524,0.997924
13525,0.832731
13526,0.996814
13527,0.958050
13528,0.965365
13529,0.998766
13530,0.994089
13531,0.642748
13532,0.971027
13533,0.993549
13534,0.998658
13535,0.981000
13536,0.950688
13537,0.997325
13538,0.998423
13539,0.999531
13540,0.991409
13541,0.994127
13542,0.820685
13543,0.995052
13544,0.978824
13545,0.998245
13546,0.983189
13547,0.977042
13548,0.998681
13549,0.985879
13550,0.993570
13551,0.995355
13552,0.999398
13553,0.998683
13554,0.998602
13555,0.964471
13556,0.987676
13557,0.744588
13558,0.985333
13559,0.996546
13560,0.976288
13561,0.980915
13562,0.992399
13563,0.981118
13564,0.993024
13565,0.813922
13566,0.994047
13567,0.999158
13568,0.971670
13569,0.345787
13570,0.999774
13571,0.998574
13572,0.876335
13573,0.841651
13574,0.993088
13575,0.970646
13576,0.955395
13577,0.987346
13578,0.855758
13579,0.931814
13580,0.066906
13581,0.998128
13582,0.998342
13583,0.993269
13584,0.593472
13585,0.968258
13586,0.956703
13587,0.996328
13588,0.997593
13589,0.616801
13590,0.997218
13591,0.941406
13592,0.997559
13593,0.983326
13594,0.990344
13595,0.882897
13596,0.905241
13597,0.921751
13598,0.996478
13599,0.996896
13600,0.999192
13601,0.998836
13602,0.983903
13603,0.637810
13604,0.996785
13605,0.989372
13606,0.996948
13607,0.976521
13608,0.997971
13609,0.983990
13610,0.979735
13611,0.997962
13612,0.992144
13613,0.979670
13614,0.959763
13615,0.922199
13616,0.989948
13617,0.986131
13618,0.989316
13619,0.255402
13620,0.998683
13621,0.965623
13622,0.998736
13623,0.998783
13624,0.999375
13625,0.985364
13626,0.999727
13627,0.999542
13628,0.909756
13629,0.977640
13630,0.914078
13631,0.991165
13632,0.874978
13633,0.983864
13634,0.942874
13635,0.974396
13636,0.966755
13637,0.991727
13638,0.951153
13639,0.986959
13640,0.996246
13641,0.999530
13642,0.988414
13643,0.998048
13644,0.989553
13645,0.992767
13646,0.996075
13647,0.998108
13648,0.891733
13649,0.991576
13650,0.990461
13651,0.999755
13652,0.997271
13653,0.996765
13654,0.998552
13655,0.994748
13656,0.999848
13657,0.623748
13658,0.989367
13659,0.980523
13660,0.995220
13661,0.696050
13662,0.992054
13663,0.936784
13664,0.995599
13665,0.995342
13666,0.763651
13667,0.995450
13668,0.985150
13669,0.856925
13670,0.526734
13671,0.982533
13672,0.970221
13673,0.545845
13674,0.978351
13675,0.996439
13676,0.999514
13677,0.987453
13678,0.993489
13679,0.992648
13680,0.962794
13681,0.993844
13682,0.885757
13683,0.973336
13684,0.963962
13685,0.995444
13686,0.995898
13687,0.993452
13688,0.972965
13689,0.984076
13690,0.991280
13691,0.749685
13692,0.868899
13693,0.986097
13694,0.999079
13695,0.976723
13696,0.964416
13697,0.970379
13698,0.991243
13699,0.996750
13700,0.997841
13701,0.269543
13702,0.921865
13703,0.820266
13704,0.990860
13705,0.999003
13706,0.992735
13707,0.970564
13708,0.926990
13709,0.927798
13710,0.993466
13711,0.996325
13712,0.939327
13713,0.938463
13714,0.906370
13715,0.955283
13716,0.770761
13717,0.991484
13718,0.997665
13719,0.859076
13720,0.989967
13721,0.162992
13722,0.995818
13723,0.939862
13724,0.892880
13725,0.999227
13726,0.996297
13727,0.558461
13728,0.995250
13729,0.995232
13730,0.982792
13731,0.957075
13732,0.982788
13733,0.978454
13734,0.990425
13735,0.995797
13736,0.996163
13737,0.977922
13738,0.730686
13739,0.989801
13740,0.946933
13741,0.993381
13742,0.919320
13743,0.997763
13744,0.994695
13745,0.999882
13746,0.995994
13747,0.997112
13748,0.998722
13749,0.945583
13750,0.988021
13751,0.982524
13752,0.993287
13753,0.992643
13754,0.798779
13755,0.991510
13756,0.922886
13757,0.897191
13758,0.980945
13759,0.997414
13760,0.667271
13761,0.978238
13762,0.998630
13763,0.963009
13764,0.993354
13765,0.997997
13766,0.877410
13767,0.998546
13768,0.984829
13769,0.998793
13770,0.858423
13771,0.990341
13772,0.993836
13773,0.979006
13774,0.996966
13775,0.977174
13776,0.997632
13777,0.768688
13778,0.986833
13779,0.979164
13780,0.999125
13781,0.972429
13782,0.952887
13783,0.740866
13784,0.477330
13785,0.967985
13786,0.996534
13787,0.985844
13788,0.875942
13789,0.998426
13790,0.992952
13791,0.774393
13792,0.990514
13793,0.999204
13794,0.997349
13795,0.826448
13796,0.997900
13797,0.962975
13798,0.999607
13799,0.993422
13800,0.960618
13801,0.996744
13802,0.998299
13803,0.983090
13804,0.995879
13805,0.993348
13806,0.993207
13807,0.967628
13808,0.996757
13809,0.495090
13810,0.997702
13811,0.964058
13812,0.315488
13813,0.952443
13814,0.971585
13815,0.966728
13816,0.994096
13817,0.997717
13818,0.993789
13819,0.998020
13820,0.855664
13821,0.996271
13822,0.988357
13823,0.975852
13824,0.968118
13825,0.998636
13826,0.992225
13827,0.992286
13828,0.842681
13829,0.997665
13830,0.994054
13831,0.997929
13832,0.978195
13833,0.985888
13834,0.997087
13835,0.997134
13836,0.999012
13837,0.994569
13838,0.997318
13839,0.999401
13840,0.992378
13841,0.999571
13842,0.986889
13843,0.967132
13844,0.842261
13845,0.997917
13846,0.999657
13847,0.977321
13848,0.989070
13849,0.506380
13850,0.988020
13851,0.986620
13852,0.660526
13853,0.994479
13854,0.966500
13855,0.988098
13856,0.960230
13857,0.994898
13858,0.972403
13859,0.995189
13860,0.959212
13861,0.871427
13862,0.995787
13863,0.998359
13864,0.984021
13865,0.931638
13866,0.989122
13867,0.979488
13868,0.999563
13869,0.999051
13870,0.965524
13871,0.986304
13872,0.978801
13873,0.997278
13874,0.995065
13875,0.996123
13876,0.800918
13877,0.983533
13878,0.987797
13879,0.980254
13880,0.896125
13881,0.998198
13882,0.997377
13883,0.987189
13884,0.998189
13885,0.838280
13886,0.974026
13887,0.998550
13888,0.997913
13889,0.998043
13890,0.969116
13891,0.962925
13892,0.987917
13893,0.959286
13894,0.999094
13895,0.970800
13896,0.987898
13897,0.994680
13898,0.998687
13899,0.992859
13900,0.999610
13901,0.952308
13902,0.988047
13903,0.485214
13904,0.998282
13905,0.990325
13906,0.995551
13907,0.989640
13908,0.999574
13909,0.859399
13910,0.332715
13911,0.998309
13912,0.903078
13913,0.997516
13914,0.993351
13915,0.993359
13916,0.811015
13917,0.985816
13918,0.999162
13919,0.998006
13920,0.941668
13921,0.985432
13922,0.991271
13923,0.999598
13924,0.248527
13925,0.999448
13926,0.968942
13927,0.992986
13928,0.967025
13929,0.976483
13930,0.995007
13931,0.991426
13932,0.954539
13933,0.986238
13934,0.943188
13935,0.948518
13936,0.927581
13937,0.991941
13938,0.985256
13939,0.983119
13940,0.966408
13941,0.999310
13942,0.997856
13943,0.949151
13944,0.997773
13945,0.864846
13946,0.999272
13947,0.995155
13948,0.988959
13949,0.998021
13950,0.903165
13951,0.961615
13952,0.987534
13953,0.999041
13954,0.988960
13955,0.999057
13956,0.997925
13957,0.991050
13958,0.992444
13959,0.986175
13960,0.998698
13961,0.997573
13962,0.961699
13963,0.994803
13964,0.991954
13965,0.995837
13966,0.998147
13967,0.999143
13968,0.994881
13969,0.986886
13970,0.864912
13971,0.956071
13972,0.958094
13973,0.997124
13974,0.944507
13975,0.986715
13976,0.912578
13977,0.993429
13978,0.973997
13979,0.731927
13980,0.997190
13981,0.996850
13982,0.978818
13983,0.849484
13984,0.998833
13985,0.877224
13986,0.999455
13987,0.986649
13988,0.999286
13989,0.879655
13990,0.997176
13991,0.994014
13992,0.998061
13993,0.807383
13994,0.975650
13995,0.929983
13996,0.986983
13997,0.132025
13998,0.984612
13999,0.550799
14000,0.997025
14001,0.914227
14002,0.993529
14003,0.998649
14004,0.995086
14005,0.998887
14006,0.969859
14007,0.992257
14008,0.999108
14009,0.993602
14010,0.983163
14011,0.999897
14012,0.996323
14013,0.999511
14014,0.230346
14015,0.987194
14016,0.979258
14017,0.995859
14018,0.992262
14019,0.994567
14020,0.996121
14021,0.989815
14022,0.978649
14023,0.856426
14024,0.952635
14025,0.984131
14026,0.960052
14027,0.981462
14028,0.962008
14029,0.997074
